hour,total_txs,failed_ratio
2023-08-09 00:00:00.000 UTC,1238102.0,0.2944943146848967
2023-08-09 01:00:00.000 UTC,1017923.0,0.3234635625680921
2023-08-09 02:00:00.000 UTC,970076.0,0.3482386947002091
2023-08-09 03:00:00.000 UTC,898784.0,0.3315902374764126
2023-08-09 04:00:00.000 UTC,887216.0,0.3387799588826171
2023-08-09 05:00:00.000 UTC,938940.0,0.3440869491128294
2023-08-09 06:00:00.000 UTC,957232.0,0.35147174352717
2023-08-09 07:00:00.000 UTC,972474.0,0.3672118740449616
2023-08-09 08:00:00.000 UTC,971169.0,0.3653184976044334
2023-08-09 09:00:00.000 UTC,977449.0,0.3735100245639414
2023-08-09 10:00:00.000 UTC,1086968.0,0.3506809768088849
2023-08-09 11:00:00.000 UTC,1016636.0,0.3808098473790029
2023-08-09 12:00:00.000 UTC,1112439.0,0.3904178116732693
2023-08-09 13:00:00.000 UTC,1155703.0,0.4295593244977299
2023-08-09 14:00:00.000 UTC,1070524.0,0.3910505509451446
2023-08-09 15:00:00.000 UTC,1242886.0,0.324440053230948
2023-08-09 16:00:00.000 UTC,1222211.0,0.3346558000214366
2023-08-09 17:00:00.000 UTC,1178075.0,0.3036521443880907
2023-08-09 18:00:00.000 UTC,1317816.0,0.2419935711814092
2023-08-09 19:00:00.000 UTC,1275185.0,0.27488246803405
2023-08-09 20:00:00.000 UTC,968919.0,0.319287783602138
2023-08-09 21:00:00.000 UTC,908888.0,0.3620160019716401
2023-08-09 22:00:00.000 UTC,845568.0,0.3639967453829851
2023-08-09 23:00:00.000 UTC,841449.0,0.3325014350245825
