hour,total_txs,failed_ratio
2024-04-03 00:00:00.000 UTC,3190866.0,0.6978425292694835
2024-04-03 01:00:00.000 UTC,2967300.0,0.7151100326896506
2024-04-03 02:00:00.000 UTC,3209262.0,0.7511032131374752
2024-04-03 03:00:00.000 UTC,3171822.0,0.7295866539799523
2024-04-03 04:00:00.000 UTC,3327995.0,0.690217683620318
2024-04-03 05:00:00.000 UTC,3380337.0,0.6767769012379535
2024-04-03 06:00:00.000 UTC,3295982.0,0.6652918614240005
2024-04-03 07:00:00.000 UTC,3437600.0,0.6898094600884338
2024-04-03 08:00:00.000 UTC,3473145.0,0.6993471335057995
2024-04-03 09:00:00.000 UTC,3563572.0,0.673816047493919
2024-04-03 10:00:00.000 UTC,3660642.0,0.6792447882092814
2024-04-03 11:00:00.000 UTC,3221644.0,0.6688324346203367
2024-04-03 12:00:00.000 UTC,2979704.0,0.6512710658508362
2024-04-03 13:00:00.000 UTC,3060425.0,0.7033059133943815
2024-04-03 14:00:00.000 UTC,3168153.0,0.7232340104786606
2024-04-03 15:00:00.000 UTC,3092202.0,0.7278997297071795
2024-04-03 16:00:00.000 UTC,2852628.0,0.7398062418233292
2024-04-03 17:00:00.000 UTC,3144717.0,0.7236221892144826
2024-04-03 18:00:00.000 UTC,3165150.0,0.7533342811557114
2024-04-03 19:00:00.000 UTC,3413562.0,0.760531374558306
2024-04-03 20:00:00.000 UTC,3634042.0,0.755666830487925
2024-04-03 21:00:00.000 UTC,3625186.0,0.7463851509963902
2024-04-03 22:00:00.000 UTC,3560190.0,0.7661259651872513
2024-04-03 23:00:00.000 UTC,3400447.0,0.7448247245141595
