hour,total_txs,failed_ratio
2024-03-07 00:00:00.000 UTC,2087129.0,0.5469781695333638
2024-03-07 01:00:00.000 UTC,1955622.0,0.5501968171763255
2024-03-07 02:00:00.000 UTC,1936925.0,0.5524870606760716
2024-03-07 03:00:00.000 UTC,2006080.0,0.5585450231296858
2024-03-07 04:00:00.000 UTC,2193168.0,0.5744566763695257
2024-03-07 05:00:00.000 UTC,2057760.0,0.5577185872016173
2024-03-07 06:00:00.000 UTC,2199194.0,0.5560182503226182
2024-03-07 07:00:00.000 UTC,2124600.0,0.5324357526122564
2024-03-07 08:00:00.000 UTC,2307393.0,0.5422643650214766
2024-03-07 09:00:00.000 UTC,2421661.0,0.5362488804172012
2024-03-07 10:00:00.000 UTC,2528212.0,0.5357517486666467
2024-03-07 11:00:00.000 UTC,2085744.0,0.5433298621499091
2024-03-07 12:00:00.000 UTC,2217836.0,0.5347252907789395
2024-03-07 13:00:00.000 UTC,2127270.0,0.520800368547481
2024-03-07 14:00:00.000 UTC,2071563.0,0.5353836692391204
2024-03-07 15:00:00.000 UTC,2008367.0,0.5075994576688424
2024-03-07 16:00:00.000 UTC,1872713.0,0.4947506638764188
2024-03-07 17:00:00.000 UTC,2326419.0,0.5346943091506732
2024-03-07 18:00:00.000 UTC,2198585.0,0.5369398954327442
2024-03-07 19:00:00.000 UTC,2356490.0,0.5567157085326057
2024-03-07 20:00:00.000 UTC,2311003.0,0.549139918901014
2024-03-07 21:00:00.000 UTC,2305754.0,0.5600007633077944
2024-03-07 22:00:00.000 UTC,2492598.0,0.5472081739614651
2024-03-07 23:00:00.000 UTC,2535135.0,0.5444396452259939
