hour,total_txs,failed_ratio
2024-05-17 00:00:00.000 UTC,3287637.0,0.6506296163475469
2024-05-17 01:00:00.000 UTC,3163423.0,0.6178509797772855
2024-05-17 02:00:00.000 UTC,3169974.0,0.6245013366040226
2024-05-17 03:00:00.000 UTC,2999037.0,0.6122818758154701
2024-05-17 04:00:00.000 UTC,2925848.0,0.5898970144723854
2024-05-17 05:00:00.000 UTC,2978103.0,0.5662114439963963
2024-05-17 06:00:00.000 UTC,2999314.0,0.5777161044158764
2024-05-17 07:00:00.000 UTC,2830383.0,0.5437497328100119
2024-05-17 08:00:00.000 UTC,2866433.0,0.5272319290211911
2024-05-17 09:00:00.000 UTC,3110529.0,0.5657076336533111
2024-05-17 10:00:00.000 UTC,3107669.0,0.5240323213315189
2024-05-17 11:00:00.000 UTC,3305005.0,0.5473670992933445
2024-05-17 12:00:00.000 UTC,2832891.0,0.5303892737136727
2024-05-17 13:00:00.000 UTC,2903152.0,0.5570690063765177
2024-05-17 14:00:00.000 UTC,3154983.0,0.6077116738822365
2024-05-17 15:00:00.000 UTC,3077918.0,0.6253327736476411
2024-05-17 16:00:00.000 UTC,3108656.0,0.6375411110138915
2024-05-17 17:00:00.000 UTC,3214755.0,0.6706968338178182
2024-05-17 18:00:00.000 UTC,3148357.0,0.6209489584567442
2024-05-17 19:00:00.000 UTC,3202944.0,0.6277568387083883
2024-05-17 20:00:00.000 UTC,3324816.0,0.6132555906853191
2024-05-17 21:00:00.000 UTC,3375057.0,0.6216200200470688
2024-05-17 22:00:00.000 UTC,3309394.0,0.5758477231783221
2024-05-17 23:00:00.000 UTC,3349118.0,0.5976591448853101
