hour,total_txs,failed_ratio
2024-01-17 00:00:00.000 UTC,2143102.0,0.6044653964207023
2024-01-17 01:00:00.000 UTC,2230238.0,0.6258300683604171
2024-01-17 02:00:00.000 UTC,2210983.0,0.6044320557869509
2024-01-17 03:00:00.000 UTC,2346336.0,0.611065934290741
2024-01-17 04:00:00.000 UTC,2393129.0,0.5818278078615904
2024-01-17 05:00:00.000 UTC,2238967.0,0.5782036984019863
2024-01-17 06:00:00.000 UTC,2288958.0,0.5666342501697279
2024-01-17 07:00:00.000 UTC,2288865.0,0.5625132980756838
2024-01-17 08:00:00.000 UTC,2267060.0,0.5652126542746994
2024-01-17 09:00:00.000 UTC,2321260.0,0.5765325728268268
2024-01-17 10:00:00.000 UTC,2214263.0,0.5884544880170061
2024-01-17 11:00:00.000 UTC,2127005.0,0.5649121652276323
2024-01-17 12:00:00.000 UTC,2311535.0,0.5979758039571107
2024-01-17 13:00:00.000 UTC,2466473.0,0.6189696785653036
2024-01-17 14:00:00.000 UTC,2160126.0,0.5958874621202652
2024-01-17 15:00:00.000 UTC,2150556.0,0.5986777372921235
2024-01-17 16:00:00.000 UTC,2214797.0,0.6154455690521524
2024-01-17 17:00:00.000 UTC,2468861.0,0.636339996459906
2024-01-17 18:00:00.000 UTC,2508238.0,0.6098284931493742
2024-01-17 19:00:00.000 UTC,2401855.0,0.5842088718927663
2024-01-17 20:00:00.000 UTC,2533269.0,0.6011951356133123
2024-01-17 21:00:00.000 UTC,2648850.0,0.627048341733205
2024-01-17 22:00:00.000 UTC,2657255.0,0.6274580347012236
2024-01-17 23:00:00.000 UTC,2769316.0,0.6239659901578585
