hour,total_txs,failed_ratio
2023-10-26 00:00:00.000 UTC,1343834.0,0.4603165271901142
2023-10-26 01:00:00.000 UTC,1206203.0,0.4221644283756548
2023-10-26 02:00:00.000 UTC,1148329.0,0.4232576204206286
2023-10-26 03:00:00.000 UTC,1281412.0,0.4792595980059497
2023-10-26 04:00:00.000 UTC,1446493.0,0.5046135722744597
2023-10-26 05:00:00.000 UTC,1417541.0,0.5345813630787398
2023-10-26 06:00:00.000 UTC,1280368.0,0.4777314022218612
2023-10-26 07:00:00.000 UTC,1516140.0,0.5317114514490746
2023-10-26 08:00:00.000 UTC,1245759.0,0.4143401733401083
2023-10-26 09:00:00.000 UTC,1218970.0,0.4115162801381494
2023-10-26 10:00:00.000 UTC,1251496.0,0.4230433017764339
2023-10-26 11:00:00.000 UTC,1300332.0,0.4465282712414983
2023-10-26 12:00:00.000 UTC,1220673.0,0.4069664848817005
2023-10-26 13:00:00.000 UTC,1222442.0,0.4098288507757423
2023-10-26 14:00:00.000 UTC,1515892.0,0.4965472474292364
2023-10-26 15:00:00.000 UTC,1532655.0,0.4836607064212102
2023-10-26 16:00:00.000 UTC,1456981.0,0.4652064783274456
2023-10-26 17:00:00.000 UTC,1334116.0,0.4497105199248041
2023-10-26 18:00:00.000 UTC,1269749.0,0.4182574666331692
2023-10-26 19:00:00.000 UTC,1215961.0,0.4058230486010653
2023-10-26 20:00:00.000 UTC,1432507.0,0.4438631015415631
2023-10-26 21:00:00.000 UTC,1220995.0,0.4712025847771694
2023-10-26 22:00:00.000 UTC,1212511.0,0.4588065592806993
2023-10-26 23:00:00.000 UTC,1248914.0,0.4644242918247373
