hour,total_txs,failed_ratio
2023-09-12 00:00:00.000 UTC,984777.0,0.3449207282460902
2023-09-12 01:00:00.000 UTC,964889.0,0.3383228537168524
2023-09-12 02:00:00.000 UTC,925920.0,0.3323192068429238
2023-09-12 03:00:00.000 UTC,1290963.0,0.4454302718203388
2023-09-12 04:00:00.000 UTC,1035496.0,0.3529149315883402
2023-09-12 05:00:00.000 UTC,1004333.0,0.342508908897746
2023-09-12 06:00:00.000 UTC,978558.0,0.3392880135873397
2023-09-12 07:00:00.000 UTC,993840.0,0.3499205103437173
2023-09-12 08:00:00.000 UTC,963391.0,0.3544075043258656
2023-09-12 09:00:00.000 UTC,1003172.0,0.3500496425338825
2023-09-12 10:00:00.000 UTC,1163180.0,0.3855877852095118
2023-09-12 11:00:00.000 UTC,1018981.0,0.331105290481373
2023-09-12 12:00:00.000 UTC,1088450.0,0.3102246313565161
2023-09-12 13:00:00.000 UTC,1122848.0,0.3534164909230813
2023-09-12 14:00:00.000 UTC,1113286.0,0.3313892387041605
2023-09-12 15:00:00.000 UTC,1172837.0,0.324673420091624
2023-09-12 16:00:00.000 UTC,1391608.0,0.3270590568608401
2023-09-12 17:00:00.000 UTC,1173242.0,0.3462099038391056
2023-09-12 18:00:00.000 UTC,1057030.0,0.3290616160373877
2023-09-12 19:00:00.000 UTC,1289360.0,0.278245020785506
2023-09-12 20:00:00.000 UTC,989270.0,0.3222841084840336
2023-09-12 21:00:00.000 UTC,1024050.0,0.3373780577120258
2023-09-12 22:00:00.000 UTC,964916.0,0.3258895074804439
2023-09-12 23:00:00.000 UTC,1078629.0,0.308114282111829
