hour,total_txs,failed_ratio
2024-06-08 00:00:00.000 UTC,2335295.0,0.3936320678972035
2024-06-08 01:00:00.000 UTC,2248017.0,0.401375968242233
2024-06-08 02:00:00.000 UTC,2324594.0,0.4044714905054388
2024-06-08 03:00:00.000 UTC,2159528.0,0.4126642488543793
2024-06-08 04:00:00.000 UTC,2096490.0,0.3979971285338828
2024-06-08 05:00:00.000 UTC,2091721.0,0.4034773279992886
2024-06-08 06:00:00.000 UTC,2163028.0,0.3793640211777194
2024-06-08 07:00:00.000 UTC,2279403.0,0.3919995718177084
2024-06-08 08:00:00.000 UTC,2310391.0,0.391931928405192
2024-06-08 09:00:00.000 UTC,2300066.0,0.4158441540373189
2024-06-08 10:00:00.000 UTC,2316078.0,0.3765430179812597
2024-06-08 11:00:00.000 UTC,2302829.0,0.3952008594645976
2024-06-08 12:00:00.000 UTC,2347553.0,0.4005996882711487
2024-06-08 13:00:00.000 UTC,2294148.0,0.4006341351996471
2024-06-08 14:00:00.000 UTC,2445842.0,0.4224925404012197
2024-06-08 15:00:00.000 UTC,2319179.0,0.4064472815595519
2024-06-08 16:00:00.000 UTC,2293208.0,0.4102257623381743
2024-06-08 17:00:00.000 UTC,2496144.0,0.4350734573005403
2024-06-08 18:00:00.000 UTC,2334562.0,0.4015704016427921
2024-06-08 19:00:00.000 UTC,2298658.0,0.4074077135441636
2024-06-08 20:00:00.000 UTC,2304743.0,0.4035729797205155
2024-06-08 21:00:00.000 UTC,2378322.0,0.4395182822174626
2024-06-08 22:00:00.000 UTC,2364118.0,0.4248755772765996
2024-06-08 23:00:00.000 UTC,2276192.0,0.3952337939857446
